RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_EL_GOBIERNO_DE_EL_ESTADO_DE_MICHOACÁN_DE_OCAMPO_UNA_CONCESIÓN_PARA_USAR_Y_APROVECHAR_BANDAS_DE_FRECUENCIA_DE_EL_ESPECTRO_RADIOELÉCTRICO_PARA_USO_PÚBLICO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_el_gobierno_de_el_estado_de_michoacán_de_ocampo_una_concesión_para_usar_y_aprovechar_bandas_de_frecuencia_de_el_espectro_radioeléctrico_para_uso_público NP00000 1
4 4 Z 1
de de SP 1
el el DA0MS0 1
acuerdo acuerdo NCMS000 0.999311
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
expide expedir VMIP3S0 0.989241
el el DA0MS0 1
Código_de_Ética código_de_ética NP00000 1
y y CC 0.999989
de de SP 0.999961
Conducta_de_los_Servidores_Públicos_de_las_Dependencias conducta_de_los_servidores_públicos_de_las_dependencias NP00000 1
y y CC 0.999989
Entidades_de_el_Ejecutivo_de_el_Estado_de_Michoacán_de_Ocampo entidades_de_el_ejecutivo_de_el_estado_de_michoacán_de_ocampo NP00000 1
, , Fc 1
publicado publicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Periódico_Oficial_de_el_Gobierno_Constitucional_de_el_Estado_de_Michoacán_de_Ocampo periódico_oficial_de_el_gobierno_constitucional_de_el_estado_de_michoacán_de_ocampo NP00000 1
el el DA0MS0 1
27_de_septiembre_de_2013 [??:27/9/2013:??.??:??] W 1
, , Fc 1
contará contar VMIF3S0 1
con con SP 1
independencia independencia NCFS000 1
editorial editorial AQ0CS00 0.253086
, , Fc 1
autonomía autonomía NCFS000 1
de de SP 0.999961
gestión gestión NCFS000 1
financiera financiero AQ0FS00 0.988439
, , Fc 1
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
, , Fc 1
reglas regla NCFP000 0.994505
para para SP 0.999834
la el DA0FS0 0.98926
transparencia transparencia NCFS000 1
y y CC 0.999989
rendición rendición NCFS000 1
de de SP 0.999961
cuentas cuenta NCFP000 0.997449
, , Fc 1
defensa defensa NCCS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
contenidos contenido NCMP000 0.743902
, , Fc 1
opciones opción NCFP000 1
de de SP 0.999961
financiamiento financiamiento NCMS000 1
, , Fc 1
pleno pleno AQ0MS00 0.375776
acceso acceso NCMS000 1
a a SP 0.998775
las el DA0FP0 0.988184
tecnologías tecnología NCFP000 1
y y CC 0.999989
reglas regla NCFP000 0.994505
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

Además además RG 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
el el DA0MS0 1
Código_de_Ética código_de_ética NP00000 1
de de SP 0.999961
los el DA0MP0 0.992728
( ( Fpa 1
las el DA0FP0 0.988184
) ) Fpt 1
Servidores servidores NP00000 1
( ( Fpa 1
as as NCMS000 1
) ) Fpt 1
Públicos públicos NP00000 1
( ( Fpa 1
as as NCMS000 1
) ) Fpt 1
de de SP 0.999961
la el DA0FS0 0.98926
Administración_Pública_Estatal administración_pública_estatal NP00000 1
adscritos adscribir VMP00PM 1
a a SP 1
el el DA0MS0 1
Poder_Ejecutivo_de_Michoacán_de_Ocampo poder_ejecutivo_de_michoacán_de_ocampo NP00000 1
, , Fc 1
publicado publicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Periódico_Oficial_de_el_Gobierno_Constitucional_de_el_Estado_de_Michoacán_de_Ocampo periódico_oficial_de_el_gobierno_constitucional_de_el_estado_de_michoacán_de_ocampo NP00000 1
el el DA0MS0 1
10_de_agosto_de_2011 [??:10/8/2011:??.??:??] W 1
, , Fc 1
Cuarta_Sección cuarta_sección NP00000 1
, , Fc 1
establece establecer VMIP3S0 0.992424
el el DA0MS0 1
Comité_de_Ética comité_de_ética NP00000 1
como como CS 0.967153
el el DA0MS0 1
órgano órgano NCMS000 1
de de SP 0.999961
consulta consulta NCFS000 0.980583
y y CC 0.999989
asesoría asesoría NCFS000 1
especializada especializar VMP00SF 1
integrado integrar VMP00SM 1
a_el_interior_de al_interior_de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
para para SP 0.999834
coadyuvar coadyuvar VMN0000 1
en en SP 1
la el DA0FS0 0.98926
emisión emisión NCFS000 1
, , Fc 1
aplicación aplicación NCFS000 1
y y CC 0.999989
cumplimiento cumplimiento NCMS000 1
de de SP 1
el el DA0MS0 1
Código_de_Conducta código_de_conducta NP00000 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
personas persona NCFP000 0.999585
que que PR0CN00 0.550139
colaboren colaborar VMSP3P0 0.941964
en en SP 1
el el DA0MS0 1
equipo equipo NCMS000 0.999728
de de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
tienen tener VMIP3P0 1
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
mantener mantener VMN0000 1
las el DA0FP0 0.988184
más más RG 0.99993
elevadas elevar VMP00PF 1
normas norma NCFP000 1
de de SP 0.999961
profesionalismo profesionalismo NCMS000 1
y y CC 0.999989
de de SP 0.999961
ética ética NCFS000 0.696078
para para SP 0.999834
cumplir cumplir VMN0000 1
con con SP 1
su su DP3CSN 1
misión misión NCFS000 1
, , Fc 1
visión visión NCFS000 1
y y CC 0.999989
los el DA0MP0 0.992728
objetivos objetivo NCMP000 0.962329
de de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
aplicará aplicar VMIF3S0 1
los el DA0MP0 0.992728
presentes presente AQ0CP00 0.856209
lineamientos lineamiento NCMP000 1
de de SP 0.999961
Independencia independencia NP00000 1
editorial editorial NCCS000 0.746914
en en SP 1
todos todo DI0MP0 0.70665
sus su DP3CPN 0.999903
contenidos contenido NCMP000 0.743902
, , Fc 1
tanto tanto RG 0.806143
de de SP 0.999961
producción producción NCFS000 1
propia propio AQ0FS00 1
como como CS 0.967153
la el DA0FS0 0.98926
externa externo AQ0FS00 0.980769
y y CC 0.999989
para para SP 0.999834
todas todo DI0FP0 0.934073
aquellas aquel DD0FP0 0.819767
prácticas práctica NCFP000 0.685185
y y CC 0.999989
actividades actividad NCFP000 1
que que PR0CN00 0.550139
realice realizar VMSP3S0 0.534863
los el DA0MP0 0.992728
profesionales profesional NCCP000 0.535461
tanto tanto RG 0.806143
internos interno AQ0MP00 0.916667
y y CC 0.999989
externos externo AQ0MP00 0.561294
de de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
. . Fp 1

Dichos decir VMP00PM 0.953488
lineamientos lineamiento NCMP000 1
deberán deber VMIF3P0 1
ser ser VSN0000 0.959637
cumplidos cumplir VMP00PM 0.623747
con con SP 1
responsabilidad responsabilidad NCFS000 1
y y CC 0.999989
honestidad honestidad NCFS000 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
será ser VSIF3S0 1
supervisado supervisar VMP00SM 1
periódicamente periódicamente RG 1
por por SP 1
la el DA0FS0 0.98926
subdirección subdirección NCFS000 1
de de SP 0.999961
: : Fd 1
radio radio NCCS000 0.994505
, , Fc 1
televisión televisión NCFS000 1
y y CC 0.999989
noticias noticia NCFP000 0.994792
e y CC 0.987994
informando informar VMG0000 1
a a SP 0.998775
la el DA0FS0 0.98926
Dirección_General_de_el_Sistema_Michoacano dirección_general_de_el_sistema_michoacano NP00000 1
, , Fc 1
y y CC 0.999989
asimismo asimismo RG 1
a a SP 1
el el DA0MS0 1
defensor defensor NCMS000 0.980769
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
para para SP 0.999834
su su DP3CSN 1
consulta consulta NCFS000 0.980583
, , Fc 1
conocimiento conocimiento NCMS000 1
y y CC 0.999989
autorización autorización NCFS000 1
como como CS 0.967153
parte parte NCCS000 0.977711
de de SP 0.999961
documentos documento NCMP000 1
deontológicos deontológico AQ0MP00 1
de de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
contará contar VMIF3S0 1
con con SP 1
un uno DI0MS0 0.99698
Consejo_Ciudadano consejo_ciudadano NP00000 1
que que PR0CN00 0.550139
ejercerá ejercer VMIF3S0 1
facultades facultad NCFP000 1
de de SP 0.999961
opinión opinión NCFS000 1
, , Fc 1
asesoría asesoría NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
acciones acción NCFP000 0.998534
, , Fc 1
políticas política NCFP000 0.305633
, , Fc 1
programas programa NCMP000 0.996795
y y CC 0.999989
proyectos proyecto NCMP000 1
que que PR0CN00 0.550139
desarrolle desarrollar VMSP3S0 0.634863
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
autorizadas autorizar VMP00PF 1
por por SP 1
la el DA0FS0 0.98926
Junta_de_Gobierno junta_de_gobierno NP00000 1
para para SP 0.999834
asegurar asegurar VMN0000 1
la el DA0FS0 0.98926
independencia independencia NCFS000 1
y y CC 0.999989
una uno DI0FS0 0.951973
política política NCFS000 0.369481
imparcial imparcial AQ0CS00 0.97619
y y CC 0.999989
objetiva objetivo AQ0FS00 0.806485
de de SP 0.999961
las el DA0FP0 0.988184
frecuencias frecuencia NCFP000 1
de de SP 0.999961
televisión televisión NCFS000 1
digital digital AQ0CS00 0.986111
terrestre terrestre AQ0CS00 1
que que PR0CN00 0.550139
opere operar VMSP3S0 0.634863
el el DA0MS0 1
Gobierno_de_el_Estado gobierno_de_el_estado NP00000 1
a_través_de a_través_de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
contará contar VMIF3S0 1
con con SP 1
un uno DI0MS0 0.99698
representación representación NCFS000 1
auténtica auténtico AQ0FS00 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
, , Fc 1
de de SP 0.999961
sus su DP3CPN 0.999903
grupos grupo NCMP000 1
étnicos étnico AQ0MP00 1
, , Fc 1
sus su DP3CPN 0.999903
grupos grupo NCMP000 1
vulnerables vulnerable AQ0CP00 1
, , Fc 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
en en SP 1
general general NCCS000 0.173788
, , Fc 1
con con SP 1
el el DA0MS0 1
fin fin NCMS000 1
de de SP 0.999961
lograr lograr VMN0000 1
un uno DI0MS0 0.99698
pluralismo pluralismo NCMS000 1
dentro_de dentro_de SP 1
la el DA0FS0 0.98926
generación generación NCFS000 1
de de SP 0.999961
información información NCFS000 1
, , Fc 1
programación programación NCFS000 1
histórica histórico AQ0FS00 1
, , Fc 1
cultural cultural AQ0CS00 1
y y CC 0.999989
de de SP 0.999961
diversidad diversidad NCFS000 1
de de SP 0.999961
opinión opinión NCFS000 1
, , Fc 1
sustentado sustentar VMP00SM 1
en en SP 1
dos 2 Z 0.999868
ejes eje NCMP000 1
principales principal AQ0CP00 0.998252
de de SP 0.999961
participación participación NCFS000 1
: : Fd 1
i i NCFS000 1
) ) Fpt 1
el el DA0MS0 1
respecto_a respecto_a SP 1
la el DA0FS0 0.98926
pluralidad pluralidad NCFS000 1
de de SP 0.999961
opinión opinión NCFS000 1
y y CC 0.999989
libertad libertad NCFS000 0.998188
de de SP 0.999961
expresión expresión NCFS000 1
y y CC 0.999989
ii i_i NCFS000 1
) ) Fpt 1
ejercicio ejercicio NCMS000 1
de de SP 1
el el DA0MS0 1
dialogo dialogar VMIP1S0 1
y y CC 0.999989
la el DA0FS0 0.98926
interactividad interactividad NCFS000 1
en en SP 1
la el DA0FS0 0.98926
pantalla pantalla NCFS000 1
de de SP 0.999961
televisión televisión NCFS000 1
, , Fc 1
radio radio NCCS000 0.994505
y y CC 0.999989
a_través_de a_través_de SP 1
las el DA0FP0 0.988184
redes red NCFP000 0.990196
sociales social AQ0CP00 0.997835
institucionales institucional AQ0CP00 1
, , Fc 1
a_fin_de a_fin_de SP 1
enriquecer enriquecer VMN0000 1
el el DA0MS0 1
trabajo trabajo NCMS000 0.975768
de de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
debiendo deber VMG0000 1
conformar conformar VMN0000 1
se se PP3CN00 1
con con SP 1
personas persona NCFP000 0.999585
con con SP 1
experiencia experiencia NCFS000 1
comprobada comprobar VMP00SF 1
de de SP 0.999961
por_lo_menos por_lo_menos RG 1
cinco 5 Z 0.999454
años año NCMP000 1
en_materia_de en_materia_de SP 1
medios medio NCMP000 0.997344
públicos público AQ0MP00 0.974537
, , Fc 1
tener tener VMN0000 1
de de SP 0.999961
preferencia preferencia NCFS000 1
una uno DI0FS0 0.951973
profesión profesión NCFS000 1
o o CC 0.999864
licenciatura licenciatura NCFS000 1
relacionada relacionar VMP00SF 1
con con SP 1
comunicación comunicación NCFS000 1
, , Fc 1
no no RN 0.999297
desempeñar desempeñar VMN0000 1
ni ni RN 0.165147
haber haber VAN0000 0.987521
desempeñado desempeñar VMP00SM 1
cargos cargo NCMP000 1
de de SP 0.999961
dirección dirección NCFS000 1
nacional nacional AQ0CS00 1
, , Fc 1
estatal estatal AQ0CS00 1
o o CC 0.999864
municipal municipal AQ0CS00 1
en en SP 1
algún alguno DI0MS0 1
partido partido NCMS000 0.99971
o o CC 0.999864
agrupación agrupación NCFS000 1
política político AQ0FS00 0.261038
en en SP 1
los el DA0MP0 0.992728
dos 2 Z 0.999868
años año NCMP000 1
anteriores anterior AQ0CP00 1
a a SP 0.998775
su su DP3CSN 1
designación designación NCFS000 1
, , Fc 1
no no RN 0.999297
haber haber VAN0000 1
se se PP3CN00 1
desempeñado desempeñar VMP00SM 1
cargos cargo NCMP000 1
de de SP 0.999961
Secretario_de_Estado secretario_de_estado NP00000 1
, , Fc 1
Procurador_General_de_el_Estado procurador_general_de_el_estado NP00000 1
, , Fc 1
diputado diputado NCMS000 0.997382
local local AQ0CS00 0.798805
o o CC 0.999864
federal federal AQ0CS00 1
o o CC 0.999864
senador senador NCMS000 1
en en SP 1
el el DA0MS0 1
año año NCMS000 1
anterior anterior AQ0CS00 1
a a SP 0.998775
su su DP3CSN 1
designación designación NCFS000 1
, , Fc 1
ya ya RG 0.999785
sea ser VSSP1S0 0.49434
de de SP 0.999961
forma forma NCFS000 0.987798
honorífica honorífico AQ0FS00 1
o o CC 0.999864
remunerada remunerar VMP00SF 1
; ; Fx 1
la el DA0FS0 0.98926
participación participación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
consejeros consejero NCMP000 0.980769
será ser VSIF3S0 1
honorífica honorífico AQ0FS00 1
y y CC 0.999989
durarán durar VMIF3P0 1
en en SP 1
el el DA0MS0 1
cargo cargo NCMS000 0.998084
tres 3 Z 1
años año NCMP000 1
. . Fp 1

En en SP 1
ese ese DD0MS0 0.966694
sentido sentido NCMS000 0.940835
, , Fc 1
adjunta adjunto NCFS000 0.398958
a a SP 0.998775
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
las el DA0FP0 0.988184
“ “ Fra 1
Reglas_Generales reglas_generales NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
conformación conformación NCFS000 1
de de SP 1
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
” ” Frc 1
, , Fc 1
donde donde PR00000 0.982827
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
que que CS 0.449861
fungirá fungir VMIF3S0 1
como como CS 0.967153
órgano órgano NCMS000 1
asesor asesor AQ0MS00 0.205882
y y CC 0.999989
de de SP 0.999961
consulta consulta NCFS000 0.980583
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
apoyará apoyar VMIF3S0 1
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
y y CC 0.999989
fortalecimiento fortalecimiento NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
fines fin NCMP000 0.994186
y y CC 0.999989
objetivos objetivo NCMP000 0.962329
de de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
propuesta propuesta NCFS000 0.983384
de de SP 0.999961
criterios criterio NCMP000 1
y y CC 0.999989
formulación formulación NCFS000 1
de de SP 0.999961
acciones acción NCFP000 0.998534
, , Fc 1
políticas política NCFP000 0.305633
, , Fc 1
programas programa NCMP000 0.996795
y y CC 0.999989
proyectos proyecto NCMP000 1
específicos específico AQ0MP00 0.97619
orientados orientar VMP00PM 1
a a SP 0.998775
promoción promoción NCFS000 1
y y CC 0.999989
difusión difusión NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
tradiciones tradición NCFP000 1
y y CC 0.999989
costumbres costumbre NCFP000 1
que que PR0CN00 0.550139
cimienten cimentar VMSP3P0 0.941964
la el DA0FS0 0.98926
identidad identidad NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
michoacanos michoacanos NCMP000 0.380484
, , Fc 1
dando dar VMG0000 1
especial especial AQ0CS00 1
énfasis énfasis NCMN000 1
en en SP 1
las el DA0FP0 0.988184
manifestaciones manifestación NCFP000 1
culturales cultural AQ0CP00 1
, , Fc 1
artísticas artístico AQ0FP00 1
y y CC 0.999989
sociales social AQ0CP00 0.997835
de de SP 0.999961
la el DA0FS0 0.98926
entidad entidad NCFS000 1
, , Fc 1
así_como así_como CC 1
a a SP 0.998775
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
diversidad diversidad NCFS000 1
y y CC 0.999989
pluralidad pluralidad NCFS000 1
de de SP 0.999961
ideas idea NCFP000 0.991031
y y CC 0.999989
opiniones opinión NCFP000 1
que que PR0CN00 0.550139
fortalezcan fortalecer VMSP3P0 0.941964
la el DA0FS0 0.98926
identidad identidad NCFS000 1
y y CC 0.999989
la el DA0FS0 0.98926
vida vida NCFS000 1
democrática democrático AQ0FS00 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
michoacana michoacana AQ0FS00 0.957527
, , Fc 1
y y CC 0.999989
contará contar VMIF3S0 1
con con SP 1
facultades facultad NCFP000 1
de de SP 0.999961
vigilancia vigilancia NCFS000 1
, , Fc 1
opinión opinión NCFS000 1
y y CC 0.999989
asesoría asesoría NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
contenidos contenido NCMP000 0.743902
de de SP 0.999961
los el DA0MP0 0.992728
programas programa NCMP000 0.996795
que que PR0CN00 0.550139
se se P00CN00 0.494509
desarrollen desarrollar VMSP3P0 0.941964
en en SP 1
sus su DP3CPN 0.999903
estaciones estación NCFP000 0.992424
de de SP 0.999961
radio radio NCCS000 0.994505
y y CC 0.999989
televisión televisión NCFS000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
en en SP 1
dicho decir VMP00SM 0.997159
instrumento instrumento NCMS000 0.991071
se se P00CN00 0.494509
establece establecer VMIP3S0 0.992424
que que CS 0.449861
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
estará estar VMIF3S0 0.996988
integrado integrar VMP00SM 1
por por SP 1
cinco 5 Z 0.999454
consejeros consejero NCMP000 0.980769
, , Fc 1
que que PR0CN00 0.550139
serán ser VSIF3P0 1
elegidos elegir VMP00PM 0.403846
mediante mediante SP 0.99763
consulta consulta NCFS000 0.980583
pública público AQ0FS00 1
y y CC 0.999989
a_través_de a_través_de SP 1
una uno DI0FS0 0.951973
convocatoria convocatoria NCFS000 0.993827
abierta abrir VMP00SF 1
por por SP 1
el el DA0MS0 1
voto voto NCMS000 0.997159
de de SP 0.999961
dos 2 Z 0.999868
terceras 3 AO0FP00 0.97619
partes parte NCCP000 0.997076
de de SP 0.999961
los el DA0MP0 0.992728
miembros miembro NCMP000 0.998938
de de SP 0.999961
la el DA0FS0 0.98926
H._Junta_de_Gobierno h._junta_de_gobierno NP00000 1
de de SP 1
el el DA0MS0 1
organismo organismo NCMS000 1
, , Fc 1
quien quien PR0CS00 1
a a SP 0.998775
su su DP3CSN 1
vez vez NCFS000 1
será ser VSIF3S0 1
quien quien PR0CS00 1
realice realizar VMSP3S0 0.534863
la el DA0FS0 0.98926
elección elección NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
consejeros consejero NCMP000 0.980769
con con SP 1
base base NCCS000 0.963722
en en SP 1
la el DA0FS0 0.98926
evaluación evaluación NCFS000 1
y y CC 0.999989
análisis análisis NCMN000 1
de de SP 0.999961
los el DA0MP0 0.992728
documentos documento NCMP000 1
que que PR0CN00 0.550139
acrediten acreditar VMSP3P0 0.941964
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
de de SP 0.999961
los el DA0MP0 0.992728
aspirantes aspirante NCCP000 0.865854
, , Fc 1
así_como así_como CC 1
en en SP 1
los el DA0MP0 0.992728
resultados resultado NCMP000 0.998596
obtenidos obtener VMP00PM 1
. . Fp 1

En en SP 1
concordancia concordancia NCFS000 1
, , Fc 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
establece establecer VMIP3S0 0.992424
como como CS 0.967153
requisito requisito NCMS000 0.983871
para para SP 0.999834
formar_parte formar_parte VMN0000 1
de de SP 1
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
: : Fd 1
i i NCFS000 1
) ) Fpt 1
ser ser VSN0000 0.959637
ciudadano ciudadano NCMS000 0.922535
mexicano mexicano AQ0MS00 0.780172
en en SP 1
pleno pleno AQ0MS00 0.375776
goce goce NCMS000 0.862289
de de SP 0.999961
sus su DP3CPN 0.999903
derechos derecho NCMP000 0.996795
; ; Fx 1
ii i_i NCFS000 1
) ) Fpt 1
tener tener VMN0000 1
treinta_y_cinco 35 Z 1
o o CC 0.999864
más más RG 0.99993
años año NCMP000 1
cumplidos cumplir VMP00PM 0.623747
; ; Fx 1
iii iii RG 0.630556
) ) Fpt 1
contar contar VMN0000 1
con con SP 1
una uno DI0FS0 0.951973
experiencia experiencia NCFS000 1
comprobada comprobar VMP00SF 1
de de SP 0.999961
por_lo_menos por_lo_menos RG 1
cinco 5 Z 0.999454
años año NCMP000 1
en_materia_de en_materia_de SP 1
medios medio NCMP000 0.997344
públicos público AQ0MP00 0.974537
; ; Fx 1
iv i_v NCFS000 1
) ) Fpt 1
tener tener VMN0000 1
de de SP 0.999961
preferencia preferencia NCFS000 1
una uno DI0FS0 0.951973
profesión profesión NCFS000 1
o o CC 0.999864
licenciatura licenciatura NCFS000 1
relacionada relacionar VMP00SF 1
con con SP 1
medios medio NCMP000 0.997344
de de SP 0.999961
comunicación comunicación NCFS000 1
; ; Fx 1
v v NCFS000 1
) ) Fpt 1
no no RN 0.999297
desempeñar desempeñar VMN0000 1
, , Fc 1
ni ni RN 0.165147
haber haber VAN0000 0.987521
desempeñado desempeñar VMP00SM 1
cargos cargo NCMP000 1
de de SP 0.999961
dirección dirección NCFS000 1
nacional nacional AQ0CS00 1
o o CC 0.999864
estatal estatal AQ0CS00 1
o o CC 0.999864
municipal municipal AQ0CS00 1
en en SP 1
algún alguno DI0MS0 1
partido partido NCMS000 0.99971
o o CC 0.999864
agrupación agrupación NCFS000 1
política político AQ0FS00 0.261038
, , Fc 1
en en SP 1
los el DA0MP0 0.992728
dos 2 Z 0.999868
años año NCMP000 1
anteriores anterior AQ0CP00 1
a a SP 0.998775
su su DP3CSN 1
designación designación NCFS000 1
; ; Fx 1
vi ver VMIS1S0 1
) ) Fpt 1
