RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_VOZ_DE_LA_MIXTECA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_voz_de_la_mixteca NP00000 1
de_reserva de_reserva RG 1
de de SP 0.999961
la el DA0FS0 0.98926
banda banda NCFS000 1
de de SP 0.999961
frecuencia frecuencia NCFS000 1
modulada modular VMP00SF 1
. . Fp 1

Proyecto proyecto NCMS000 0.989121
a a SP 0.998775
desarrollar desarrollar VMN0000 1
acorde acorde NCMS000 0.638641
con con SP 1
las el DA0FP0 0.988184
características característica NCFP000 0.994792
de de SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
que que PR0CN00 0.550139
se se P00CN00 0.494509
pretende pretender VMIP3S0 0.996894
obtener obtener VMN0000 1
. . Fp 1

La el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
manifestó manifestar VMIS3S0 1
que que CS 0.449861
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
comunitaria comunitario AQ0FS00 1
tendrá tener VMIF3S0 1
como como CS 0.967153
objetivo objetivo NCMS000 0.972603
principal principal AQ0CS00 0.984551
el el DA0MS0 1
fortalecimiento fortalecimiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
a_través_de a_través_de SP 1
el el DA0MS0 1
establecimiento establecimiento NCMS000 1
de de SP 0.999961
una uno DI0FS0 0.951973
radio radio NCCS000 0.994505
comunitaria comunitario AQ0FS00 1
con con SP 1
fines fin NCMP000 0.994186
culturales cultural AQ0CP00 1
, , Fc 1
científicos científico NCMP000 0.916667
, , Fc 1
educativos educativo AQ0MP00 1
o o CC 0.999864
a a SP 0.998775
la el DA0FS0 0.98926
comunidad comunidad NCFS000 1
, , Fc 1
rigiendo regir VMG0000 1
se se PP3CN00 1
bajo bajo SP 0.909179
los el DA0MP0 0.992728
principios principio NCMP000 1
de de SP 0.999961
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
directa directo AQ0FS00 1
, , Fc 1
convivencia convivencia NCFS000 1
social social AQ0CS00 0.998783
, , Fc 1
igualdad igualdad NCFS000 1
de de SP 0.999961
género género NCMS000 1
, , Fc 1
equidad equidad NCFS000 1
y y CC 0.999989
pluralidad pluralidad NCFS000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
presentó presentar VMIS3S0 1
a_efecto_de a_efecto_de SP 1
acreditar acreditar VMN0000 1
el el DA0MS0 1
requisito requisito NCMS000 0.983871
previsto prever VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
3 3 Z 1
, , Fc 1
fracción fracción NCFS000 1
III iii NP00000 1
inciso inciso AQ0MS00 0.66114
a a SP 0.998775
) ) Fpt 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
, , Fc 1
una uno DI0FS0 0.951973
carta carta NCFS000 1
de de SP 0.999961
donación donación NCFS000 1
acompañada acompañar VMP00SF 1
de de SP 0.999961
la el DA0FS0 0.98926
copia copia NCFS000 0.874645
certificada certificar VMP00SF 1
de de SP 0.999961
la el DA0FS0 0.98926
factura factura NCFS000 0.962264
2114 2114 Z 1
de de SP 0.999961
los el DA0MP0 0.992728
equipos equipo NCMP000 1
que que PR0CN00 0.550139
conformarán conformar VMIF3P0 1
el el DA0MS0 1
sistema sistema NCMS000 1
proyectado proyectar VMP00SM 1
para para SP 0.999834
dar dar VMN0000 1
inicio inicio NCMS000 0.996183
a a SP 0.998775
las el DA0FP0 0.988184
operaciones operación NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
, , Fc 1
expedida expedir VMP00SF 1
por por SP 1
Comercializadora_Sacaasha_Saca_Ni comercializadora_sacaasha_saca_ni NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
consiste consistir VMIP3S0 0.993421
en en SP 1
un uno DI0MS0 0.99698
Compresor compresor NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
DBX dbx NP00000 1
by b_y NCFS000 1
Harman harman NP00000 1
modelo modelo NCCS000 0.99763
166X5 166X5 Z 1
, , Fc 1
2 2 Z 1
respaldos respaldo NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
bateria bateria NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
APC apc NP00000 1
modelo modelo NCCS000 0.99763
be550g-lm be550g-lm Z 1
, , Fc 1
1 1 Z 1
Transmisor_Laprotel transmisor_laprotel NP00000 1
modelo modelo NCCS000 0.99763
TX tx NP00000 1
1000w 1000w Z 1
de de SP 0.999961
potencia potencia NCFS000 0.98374
, , Fc 1
una uno DI0FS0 0.951973
antena antena NCFS000 1
y y CC 0.999989
cable cable NCMS000 1
, , Fc 1
una uno DI0FS0 0.951973
computadora computador NCFS000 0.338823
de de SP 0.999961
escritorio escritorio NCMS000 1
ensamblada ensamblar VMP00SF 1
, , Fc 1
un uno DI0MS0 0.99698
interface interface NCMS000 1
de de SP 0.999961
audio audio NCMS000 1
usb usb NCMS000 0.869744
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
Yamaha yamaha NP00000 1
modelo modelo NCCS000 0.99763
gb898 gb898 Z 1
con con SP 1
entrada entrada NCFS000 0.998008
de de SP 0.999961
2 2 Z 1
canales canal NCMP000 1
micrófono micrófono NCMS000 1
, , Fc 1
2 2 Z 1
canales canal NCMP000 1
estéreo estéreo AQ0MS00 0.642513
, , Fc 1
una uno DI0FS0 0.951973
mezcladora mezcladora NCFS000 0.467295
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
soundcraft soundcraft NCMS000 1
de de SP 0.999961
8 8 Z 1
canales canal NCMP000 1
para para SP 0.999834
micro micro NCMS000 0.638706
( ( Fpa 1
mono mono NCMS000 0.638706
) ) Fpt 1
y y CC 0.999989
2 2 Z 1
estéreo estéreo NCMS000 0.357487
, , Fc 1
un uno DI0MS0 0.99698
divisor divisor NCMS000 0.563695
de de SP 0.999961
audífonos audífono NCMP000 1
de de SP 0.999961
cuatro 4 Z 1
salidas salida NCFP000 0.990196
, , Fc 1
tres 3 Z 1
micrófonos micrófono NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
Akag akag NP00000 1
modelo modelo NCCS000 0.99763
523E 523E Z 1
, , Fc 1
un uno DI0MS0 0.99698
micrófono micrófono NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
node no_de NCMS000 1
procraster procraster NCMS000 1
modelo modelo NCCS000 0.99763
ce ce NCFS000 0.971919
s segundo NCMN000 0.585156
/ / Fh 1
n n NCFS000 1
0001230 1230 Z 1
, , Fc 1
un uno DI0MS0 0.99698
micrófono micrófono NCMS000 1
de de SP 0.999961
audio audio NCMS000 1
marca marca NCFS000 0.826638
Sony sony NP00000 1
con con SP 1
costo costo NCMS000 1
total total AQ0CS00 0.594697
de de SP 0.999961
$83,800.00 $83,800.00 Z 1
( ( Fpa 1
Ochenta_y_tres_mil_ochocientos_pesos $_CUP:83800 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
. . Fp 1

En_atención_a en_atención_a SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
por por SP 1
la el DA0FS0 0.98926
fracción fracción NCFS000 1
VI vi NP00000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
85 85 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
hace_referencia hacer_referencia VMIP3S0 1
a a SP 0.998775
la el DA0FS0 0.98926
acreditación acreditación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
consistentes consistente AQ0CP00 1
en en SP 1
capacidad capacidad NCFS000 1
técnica técnico AQ0FS00 0.294798
, , Fc 1
económica económico AQ0FS00 1
, , Fc 1
jurídica jurídico AQ0FS00 1
y y CC 0.999989
administrativa administrativo AQ0FS00 0.661294
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
exhibió exhibir VMIS3S0 1
la el DA0FS0 0.98926
documentación documentación NCFS000 1
siguiente siguiente AQ0CS00 1
: : Fd 1
Capacidad capacidad NCFS000 0.668984
técnica técnico AQ0FS00 0.294798
. . Fp 1

En en SP 1
relación relación NCFS000 1
con con SP 1
este este DD0MS0 0.949201
punto punto NCMS000 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
presentó presentar VMIS3S0 1
el el DA0MS0 1
currículum currículum NCMS000 1
vitae vitae VMIP3S0 0.799977
a_nombre_de a_nombre_de SP 1
Guillermo_Aguilar_Juárez guillermo_aguilar_juárez NP00000 1
, , Fc 1
quien quien PR0CS00 1
será ser VSIF3S0 1
el el DA0MS0 1
encargado encargado NCMS000 0.336957
de de SP 1
el el DA0MS0 1
mantenimiento mantenimiento NCMS000 1
y y CC 0.999989
operación operación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
que que PR0CN00 0.550139
solicita solicitar VMIP3S0 0.989241
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
cuenta contar VMIP3S0 0.768585
con con SP 1
especialidad especialidad NCFS000 1
como como CS 0.967153
Técnico técnico NP00000 1
en en SP 1
Informática informática NP00000 1
y y CC 0.999989
en en SP 1
Electrónica electrónica NP00000 1
, , Fc 1
quien quien PR0CS00 1
además_de además_de SP 1
el el DA0MS0 1
22_de_julio_de_2004 [??:22/7/2004:??.??:??] W 1
a a SP 1
el el DA0MS0 1
21_de_julio_de_2013 [??:21/7/2013:??.??:??] W 1
estuvo estar VMIS3S0 0.998047
certificado certificar VMP00SM 0.576378
como como CS 0.967153
Radiotelefonista_de_Radiodifusión radiotelefonista_de_radiodifusión NP00000 1
por por SP 1
parte parte NCCS000 0.977711
de de SP 0.999961
la el DA0FS0 0.98926
Dirección_de_Certificación dirección_de_certificación NP00000 1
y y CC 0.999989
Licencias licencias NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
extinta extinto AQ0FS00 1
Comisión_Federal_de_Telecomunicaciones comisión_federal_de_telecomunicaciones NP00000 1
. . Fp 1

Asimismo asimismo RG 1
presentó presentar VMIS3S0 1
el el DA0MS0 1
curriculum curriculum NCMS000 1
vitae vitae VMIP3S0 0.799977
y y CC 0.999989
documentación documentación NCFS000 1
que que PR0CN00 0.550139
soporta soportar VMIP3S0 0.989241
que que CS 0.449861
dicho decir VMP00SM 0.997159
técnico técnico NCMS000 0.821828
cuenta contar VMIP3S0 0.768585
con con SP 1
la el DA0FS0 0.98926
capacidad capacidad NCFS000 1
suficiente suficiente AQ0CS00 0.993994
para para SP 0.999834
instalar instalar VMN0000 1
y y CC 0.999989
operar operar VMN0000 1
la el DA0FS0 0.98926
estación estación NCFS000 1
que que PR0CN00 0.550139
pretende pretender VMIP3S0 0.996894
establecer establecer VMN0000 1
. . Fp 1

El el DA0MS0 1
C._Guillermo_Aguilar_Juárez c._guillermo_aguilar_juárez NP00000 1
, , Fc 1
de_acuerdo_con de_acuerdo_con SP 1
la el DA0FS0 0.98926
información información NCFS000 1
que que CS 0.449861
obra obra NCFS000 0.99689
en en SP 1
el el DA0MS0 1
expediente expediente NCMS000 0.982759
, , Fc 1
ha haber VAIP3S0 0.999889
fungido fungir VMP00SM 1
a a SP 0.998775
lo el DA00S0 0.665165
largo largo AQ0MS00 0.990132
de de SP 0.999961
su su DP3CSN 1
experiencia experiencia NCFS000 1
profesional profesional AQ0CS00 0.769886
como como CS 0.967153
Responsable_Técnico responsable_técnico NP00000 1
de de SP 0.999961
diversas diverso DI0FP0 0.805344
estaciones estación NCFP000 0.992424
de de SP 0.999961
radio radio NCCS000 0.994505
, , Fc 1
además_de además_de SP 1
participar participar VMN0000 1
como como CS 0.967153
ponente ponente NCCS000 0.592552
en en SP 1
la el DA0FS0 0.98926
30ª 30ª Z 1
Convención_Internacional_de_la_Asociación_Mexicana_de_Ingenieros convención_internacional_de_la_asociación_mexicana_de_ingenieros NP00000 1
y y CC 0.999989
Técnicos técnicos NP00000 1
en en SP 1
Radiodifusión radiodifusión NP00000 1
, , Fc 1
A.C. a.c. NP00000 1
b b NCFS000 1
) ) Fpt 1
Capacidad capacidad NP00000 1
económica económico AQ0FS00 1
. . Fp 1

De de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
85 85 Z 1
fracción fracción NCFS000 1
VII_de_la_Ley vii_de_la_ley NP00000 1
y y CC 0.999989
3 3 Z 1
fracción fracción NCFS000 1
IV iv NP00000 1
inciso inciso AQ0MS00 0.66114
b b NCFS000 1
) ) Fpt 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
, , Fc 1
en en SP 1
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
que que CS 0.449861
el el DA0MS0 1
interesado interesar VMP00SM 0.97619
cuente contar VMSP3S0 0.493976
con con SP 1
los el DA0MP0 0.992728
equipos equipo NCMP000 1
necesarios necesario AQ0MP00 1
para para SP 0.999834
el el DA0MS0 1
inicio inicio NCMS000 0.996183
de de SP 0.999961
operaciones operación NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
, , Fc 1
no no RN 0.999297
deberá deber VMIF3S0 1
acreditar acreditar VMN0000 1
la el DA0FS0 0.98926
cobertura cobertura NCFS000 1
de de SP 0.999961
dichos decir VMP00PM 0.97619
costos costo NCMP000 1
, , Fc 1
pero pero CC 0.999902
sí sí PP3CNO0 0.336127
deberá deber VMIF3S0 1
demostrar demostrar VMN0000 1
que que CS 0.449861
cuenta contar VMIP3S0 0.768585
con con SP 1
el el DA0MS0 1
capital capital NCCS000 0.949605
para para SP 0.999834
continuar continuar VMN0000 1
con con SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
, , Fc 1
tal_como tal_y_como CS 1
fue ser VSIS3S0 0.980739
acreditado acreditar VMP00SM 0.623747
por por SP 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
y y CC 0.999989
quedó quedar VMIS3S0 1
de de SP 0.999961
manifiesto manifiesto NCMS000 0.902439
en en SP 1
la el DA0FS0 0.98926
fracción fracción NCFS000 1
VI vi NP00000 1
de de SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
considerando considerando NCMS000 0.186667
. . Fp 1

En_atención_a en_atención_a SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
acreditó acreditar VMIS3S0 1
contar contar VMN0000 1
con con SP 1
la el DA0FS0 0.98926
propiedad propiedad NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
equipos equipo NCMP000 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
exhibición exhibición NCFS000 1
de de SP 0.999961
una uno DI0FS0 0.951973
carta carta NCFS000 1
de de SP 0.999961
donación donación NCFS000 1
signada signar VMP00SF 1
por por SP 1
la el DA0FS0 0.98926
C._Guadalupe_Vera_Hernández c._guadalupe_vera_hernández NP00000 1
, , Fc 1
quien quien PR0CS00 1
en en SP 1
su su DP3CSN 1
carácter carácter NCMS000 1
de de SP 0.999961
asociada asociado NCFS000 0.376269
de de SP 0.999961
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
cede ceder VMIP3S0 0.978533
en_favor_de en_favor_de SP 1
la el DA0FS0 0.98926
asociación asociación NCFS000 1
civil civil AQ0CS00 0.997788
la el DA0FS0 0.98926
propiedad propiedad NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
equipos equipo NCMP000 1
y y CC 0.999989
artículos artículo NCMP000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
señalan señalar VMIP3P0 1
en en SP 1
la el DA0FS0 0.98926
factura factura NCFS000 0.962264
2114 2114 Z 1
, , Fc 1
expedida expedir VMP00SF 1
por por SP 1
Comercializadora_Sacaasha_Saca_Ni comercializadora_sacaasha_saca_ni NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
a_nombre_de a_nombre_de SP 1
la el DA0FS0 0.98926
donante donante NCCS000 0.356402
y y CC 0.999989
que que PR0CN00 0.550139
a a SP 0.998775
continuación continuación NCFS000 1
se se P00CN00 0.494509
detallan detallar VMIP3P0 1
: : Fd 1
un uno DI0MS0 0.99698
Compresor compresor NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
DBX dbx NP00000 1
by b_y NCFS000 1
Harman harman NP00000 1
modelo modelo NCCS000 0.99763
166X5 166X5 Z 1
, , Fc 1
2 2 Z 1
respaldos respaldo NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
batería batería NCCS000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
APC apc NP00000 1
modelo modelo NCCS000 0.99763
be550g-lm be550g-lm Z 1
, , Fc 1
1 1 Z 1
Transmisor_Laprotel transmisor_laprotel NP00000 1
modelo modelo NCCS000 0.99763
TX tx NP00000 1
1000w 1000w Z 1
de de SP 0.999961
potencia potencia NCFS000 0.98374
, , Fc 1
una uno DI0FS0 0.951973
antena antena NCFS000 1
y y CC 0.999989
cable cable NCMS000 1
, , Fc 1
una uno DI0FS0 0.951973
computadora computador NCFS000 0.338823
de de SP 0.999961
escritorio escritorio NCMS000 1
ensamblada ensamblar VMP00SF 1
, , Fc 1
un uno DI0MS0 0.99698
interface interface NCMS000 1
de de SP 0.999961
audio audio NCMS000 1
usb usb NCMS000 0.869744
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
Yamaha yamaha NP00000 1
modelo modelo NCCS000 0.99763
gb898 gb898 Z 1
con con SP 1
entrada entrada NCFS000 0.998008
de de SP 0.999961
2 2 Z 1
canales canal NCMP000 1
micrófono micrófono NCMS000 1
, , Fc 1
2 2 Z 1
canales canal NCMP000 1
estéreo estéreo AQ0MS00 0.642513
, , Fc 1
una uno DI0FS0 0.951973
mezcladora mezcladora NCFS000 0.467295
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
soundcraft soundcraft NCMS000 1
de de SP 0.999961
8 8 Z 1
canales canal NCMP000 1
para para SP 0.999834
micro micro NCMS000 0.638706
( ( Fpa 1
mono mono NCMS000 0.638706
) ) Fpt 1
y y CC 0.999989
2 2 Z 1
estereo este_reo NCMS000 1
, , Fc 1
un uno DI0MS0 0.99698
divisor divisor NCMS000 0.563695
de de SP 0.999961
audífonos audífono NCMP000 1
de de SP 0.999961
cuatro 4 Z 1
salidas salida NCFP000 0.990196
, , Fc 1
tres 3 Z 1
micrófonos micrófono NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
Akag akag NP00000 1
modelo modelo NCCS000 0.99763
523E 523E Z 1
, , Fc 1
un uno DI0MS0 0.99698
micrófono micrófono NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
marca marca NCFS000 0.826638
node no_de NCMS000 1
procraster procraster NCMS000 1
modelo modelo NCCS000 0.99763
ce ce NCFS000 0.971919
s segundo NCMN000 0.585156
/ / Fh 1
n n NCFS000 1
0001230 1230 Z 1
, , Fc 1
un uno DI0MS0 0.99698
micrófono micrófono NCMS000 1
de de SP 0.999961
audio audio NCMS000 1
marca marca NCFS000 0.826638
Sony sony NP00000 1
con con SP 1
un uno DI0MS0 0.99698
costo costo NCMS000 1
total total AQ0CS00 0.594697
de de SP 0.999961
$83,800.00 $83,800.00 Z 1
( ( Fpa 1
Ochenta_y_tres_mil_ochocientos_pesos $_CUP:83800 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
. . Fp 1

Por por SP 1
otra otro DI0FS0 0.740893
parte parte NCCS000 0.977711
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
presentó presentar VMIS3S0 1
una uno DI0FS0 0.951973
proyección proyección NCFS000 1
que que PR0CN00 0.550139
contiene contener VMIP3S0 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
mensual mensual AQ0CS00 1
de de SP 0.999961
egresos egreso NCMP000 1
para para SP 0.999834
la el DA0FS0 0.98926
operación operación NCFS000 1
y y CC 0.999989
mantenimiento mantenimiento NCMS000 1
de de SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
con con SP 1
un uno DI0MS0 0.99698
estimado estimar VMP00SM 1
de de SP 0.999961
$22,500.00 $22,500.00 Z 1
( ( Fpa 1
Veintidós_mil_quinientos_pesos $_CUP:22500 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
mensuales mensual AQ0CP00 1
. . Fp 1

En_atención_a en_atención_a SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
cumplir cumplir VMN0000 1
con con SP 1
el el DA0MS0 1
requisito requisito NCMS000 0.983871
consistente consistente AQ0CS00 1
en en SP 1
capacidad capacidad NCFS000 1
económica económico AQ0FS00 1
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
presentó presentar VMIS3S0 1
una uno DI0FS0 0.951973
carta carta NCFS000 1
de de SP 0.999961
apoyo apoyo NCMS000 0.998982
económico económico AQ0MS00 1
suscrita suscribir VMP00SF 1
por por SP 1
el el DA0MS0 1
C._Juan_Antonio_Vera_Hernández c._juan_antonio_vera_hernández NP00000 1
en en SP 1
su su DP3CSN 1
carácter carácter NCMS000 1
de de SP 0.999961
representante representante NCCS000 0.996689
legal legal AQ0CS00 1
de de SP 0.999961
Gasolineras_Sureñas gasolineras_sureñas NP00000 1
, , Fc 1
S._de_R.L._de_C.V. s._de_r.l._de_c.v. NP00000 1
, , Fc 1
empresa empresa NCFS000 1
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
presencia presencia NCFS000 0.99679
en en SP 1
la el DA0FS0 0.98926
región región NCFS000 1
donde donde PR00000 0.982827
se se P00CN00 0.494509
pretende pretender VMIP3S0 0.996894
llevar_a_cabo llevar_a_cabo VMN0000 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
radiofónico radiofónico AQ0MS00 1
, , Fc 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
compromete comprometer VMIP3S0 0.789344
a a SP 0.998775
aportar aportar VMN0000 1
a a SP 0.998775
las el DA0FP0 0.988184
asociación asociación NCFS000 1
la el DA0FS0 0.98926
cantidad cantidad NCFS000 1
de de SP 0.999961
$25,000.00 $25,000.00 Z 1
( ( Fpa 1
Veinticinco_mil_pesos $_CUP:25000 Zm 1
00/100 00/100 Z 1
M._N m._n NP00000 1
) ) Fpt 1
mensuales mensual AQ0CP00 1
por por SP 1
tiempo tiempo NCMS000 1
indefinido indefinido AQ0MS00 0.97619
, , Fc 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
emplearán emplear VMIF3P0 1
para para SP 0.999834
la el DA0FS0 0.98926
instalación instalación NCFS000 1
e y CC 0.987994
inicio inicio NCMS000 0.996183
de de SP 0.999961
operaciones operación NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
dichos decir VMP00PM 0.97619
ingresos ingreso NCMP000 1
resultan resultar VMIP3P0 1
