RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_AUTORIZA_LA_MODIFICACIÓN_A_LAS_CARACTERÍSTICAS_TÉCNICAS_DE_LA_ESTACIÓN_DE_RADIODIFUSIÓN_SONORA_CON_DISTINTIVO_DE_LLAMADA_XHLIA-FM_QUE_OPERA_LA_FRECUENCIA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_autoriza_la_modificación_a_las_características_técnicas_de_la_estación_de_radiodifusión_sonora_con_distintivo_de_llamada_xhlia-fm_que_opera_la_frecuencia NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
realización realización NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
trabajos trabajo NCMP000 1
de de SP 0.999961
instalación instalación NCFS000 1
materia materia NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
resolución resolución NCFS000 1
, , Fc 1
el el DA0MS0 1
Concesionario concesionario NP00000 1
deberá deber VMIF3S0 1
contar contar VMN0000 1
con con SP 1
el el DA0MS0 1
aval aval NCMS000 1
técnico técnico AQ0MS00 0.178172
de de SP 0.999961
un uno DI0MS0 0.99698
perito perito NCMS000 0.581041
en en SP 1
telecomunicaciones telecomunicación NCFP000 1
con con SP 1
especialidad especialidad NCFS000 1
en en SP 1
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
registro registro NCMS000 0.992958
vigente vigente AQ0CS00 1
, , Fc 1
con con SP 1
el el DA0MS0 1
propósito propósito NCMS000 1
de de SP 0.999961
que que CS 0.449861
verifique verificar VMSP3S0 0.584863
y y CC 0.999989
garantice garantizar VMSP3S0 0.493976
la el DA0FS0 0.98926
no no RN 0.999297
afectación afectación NCFS000 1
a a SP 0.998775
otros otro DI0MP0 0.745978
sistemas sistema NCMP000 1
radioeléctricos radioeléctrico AQ0MP00 1
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
dentro_de dentro_de SP 1
el el DA0MS0 1
área área NCFS000 1
de de SP 0.999961
servicio servicio NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
, , Fc 1
así_como así_como CC 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
características característica NCFP000 0.994792
técnicas técnico AQ0FP00 0.300493
autorizadas autorizar VMP00PF 1
para para SP 0.999834
la el DA0FS0 0.98926
operación operación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
. . Fp 1

SEXTO sexto NP00000 0.0120482
. . Fp 1

En en SP 1
ese ese DD0MS0 0.966694
sentido sentido NCMS000 0.940835
, , Fc 1
una uno DI0FS0 0.951973
vez vez NCFS000 1
concluidos concluir VMP00PM 1
los el DA0MP0 0.992728
trabajos trabajo NCMP000 1
de de SP 0.999961
instalación instalación NCFS000 1
en en SP 1
la el DA0FS0 0.98926
nueva nuevo AQ0FS00 0.993421
ubicación ubicación NCFS000 1
, , Fc 1
Carlos_de_Jesús_Quiñonez_Armendáriz carlos_de_jesús_quiñonez_armendáriz NP00000 1
, , Fc 1
deberá deber VMIF3S0 1
comunicar comunicar VMN0000 1
por por SP 1
escrito escrito NCMS000 0.466887
dentro_de dentro_de SP 1
el el DA0MS0 1
plazo plazo NCMS000 1
indicado indicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Resolutivo resolutivo NP00000 1
inmediato inmediato AQ0MS00 1
anterior anterior AQ0CS00 1
la el DA0FS0 0.98926
conclusión conclusión NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
trabajos trabajo NCMP000 1
de de SP 0.999961
instalación instalación NCFS000 1
y y CC 0.999989
el el DA0MS0 1
inicio inicio NCMS000 0.996183
de de SP 0.999961
operaciones operación NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
con con SP 1
las el DA0FP0 0.988184
características característica NCFP000 0.994792
técnicas técnico AQ0FP00 0.300493
autorizadas autorizar VMP00PF 1
en en SP 1
el el DA0MS0 1
Resolutivo_PRIMERO resolutivo_primero NP00000 1
. . Fp 1

SÉPTIMO séptimo NP00000 0.00813008
. . Fp 1

Carlos_de_Jesús_Quiñonez_Armendáriz carlos_de_jesús_quiñonez_armendáriz NP00000 1
, , Fc 1
acepta aceptar VMIP3S0 0.968254
que que CS 0.449861
si si CS 0.999827
derivado derivado NCMS000 0.376253
de de SP 0.999961
la el DA0FS0 0.98926
instalación instalación NCFS000 1
y y CC 0.999989
operación operación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
acorde acorde AQ0CS00 0.361359
a a SP 0.998775
las el DA0FP0 0.988184
características característica NCFP000 0.994792
técnicas técnico AQ0FP00 0.300493
detalladas detallar VMP00PF 1
en en SP 1
el el DA0MS0 1
Resolutivo_PRIMERO resolutivo_primero NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
autorización autorización NCFS000 1
, , Fc 1
se se P00CN00 0.494509
presentan presentar VMIP3P0 1
interferencias interferencia NCFP000 1
con con SP 1
otros otro DI0MP0 0.745978
sistemas sistema NCMP000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
o o CC 0.999864
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
acatará acatar VMIF3S0 1
las el DA0FP0 0.988184
medidas medida NCFP000 0.999067
y y CC 0.999989
modificaciones modificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
necesarias necesario AQ0FP00 1
que que PR0CN00 0.550139
a a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
dicte dictar VMSP3S0 0.484865
este este DD0MS0 0.949201
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
hasta hasta SP 0.922749
que que CS 0.449861
éstas este PD0FP00 1
hayan haber VASP3P0 0.994792
sido ser VSP00SM 1
eliminadas eliminar VMP00PF 1
por por SP 1
completo completo AQ0MS00 0.992958
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
por por SP 1
las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
legales legal AQ0CP00 0.993827
, , Fc 1
administrativas administrativo AQ0FP00 0.983871
y y CC 0.999989
técnicas técnica NCFP000 0.349754
aplicables aplicable AQ0CP00 1
en en SP 1
la el DA0FS0 0.98926
materia materia NCFS000 1
. . Fp 1

Todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
modificaciones modificación NCFP000 1
que que PR0CN00 0.550139
pudieran poder VMSI3P0 1
presentar presentar VMN0000 1
se se PP3CN00 1
, , Fc 1
por_virtud_de por_virtud_de SP 1
las el DA0FP0 0.988184
medidas medida NCFP000 0.999067
que que CS 0.449861
este este DD0MS0 0.949201
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
pudiera poder VMSI3S0 0.65
dictar dictar VMN0000 1
para para SP 0.999834
eliminar eliminar VMN0000 1
las el DA0FP0 0.988184
interferencias interferencia NCFP000 1
que que PR0CN00 0.550139
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
llegaren llegar VMSF3P0 1
a a SP 0.998775
presentar presentar VMN0000 1
se se PP3CN00 1
, , Fc 1
deberán deber VMIF3P0 1
acatar acatar VMN0000 1
se se PP3CN00 1
bajo bajo SP 0.909179
la el DA0FS0 0.98926
absoluta absoluto AQ0FS00 1
y y CC 0.999989
entera entero AQ0FS00 0.806485
responsabilidad responsabilidad NCFS000 1
de de SP 1
el el DA0MS0 1
Concesionario concesionario NP00000 1
quien quien PR0CS00 1
asumirá asumir VMIF3S0 1
los el DA0MP0 0.992728
costos costo NCMP000 1
que que PR0CN00 0.550139
las el DA0FP0 0.988184
mismas mismo AQ0FP00 0.995495
impliquen implicar VMSP3P0 0.941964
. . Fp 1

OCTAVO octavo NP00000 0.0106383
. . Fp 1

Con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
la el DA0FS0 0.98926
presente presente NCMS000 0.244403
queda quedar VMIP3S0 0.945755
autorizado autorizar VMP00SM 1
el el DA0MS0 1
Estudio_de_Predicción_de_Áreas_de_Servicio estudio_de_predicción_de_áreas_de_servicio NP00000 1
( ( Fpa 1
AS-FM-I-II as-fm-i-ii NP00000 1
) ) Fpt 1
, , Fc 1
avalado avalar VMP00SM 1
por por SP 1
el el DA0MS0 1
Ingeniero_Roberto_Mendiola_Alpizar ingeniero_roberto_mendiola_alpizar NP00000 1
, , Fc 1
Perito perito NP00000 1
en en SP 1
Telecomunicaciones telecomunicaciones NP00000 1
con con SP 1
registro registro NCMS000 0.992958
vigente vigente AQ0CS00 1
número número NCMS000 1
628 628 Z 1
; ; Fx 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
será ser VSIF3S0 1
entregada entregar VMP00SF 1
una_vez_que una_vez_que CS 1
haya haber VASP1S0 0.493699
cumplido cumplir VMP00SM 0.993421
con con SP 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
establecidas establecer VMP00PF 1
en en SP 1
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
deberá deber VMIF3S0 1
tener tener VMN0000 1
a a SP 0.998775
disposición disposición NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
, , Fc 1
la el DA0FS0 0.98926
documentación documentación NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
a a SP 0.998775
: : Fd 1
Características_Técnicas_de_la_Estación características_técnicas_de_la_estación NP00000 1
( ( Fpa 1
CTE-FM-II-III cte-fm-ii-iii NP00000 1
) ) Fpt 1
, , Fc 1
Pruebas_de_Comportamiento_de_la_Estación pruebas_de_comportamiento_de_la_estación NP00000 1
( ( Fpa 1
PCE-FM-I-II pce-fm-i-ii NP00000 1
) ) Fpt 1
, , Fc 1
acreditación acreditación NCFS000 1
de de SP 0.999961
derecho derecho NCMS000 0.882166
a a SP 1
el el DA0MS0 1
uso uso NCMS000 0.998047
de de SP 1
el el DA0MS0 1
predio predio NCMS000 1
en en SP 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
instaló instalar VMIS3S0 1
la el DA0FS0 0.98926
estación estación NCFS000 1
radiodifusora radiodifusor AQ0FS00 1
y y CC 0.999989
acreditación acreditación NCFS000 1
de de SP 1
el el DA0MS0 1
legal legal AQ0CS00 1
uso uso NCMS000 0.998047
de de SP 1
el el DA0MS0 1
equipo equipo NCMS000 0.999728
transmisor transmisor AQ0MS00 0.461286
; ; Fx 1
documentación documentación NCFS000 1
que que PR0CN00 0.550139
, , Fc 1
deberá deber VMIF3S0 1
estar estar VMN0000 0.999154
avalada avalar VMP00SF 1
por por SP 1
un uno DI0MS0 0.99698
Perito perito NP00000 1
en en SP 1
Telecomunicaciones telecomunicaciones NP00000 1
con con SP 1
especialidad especialidad NCFS000 1
en en SP 1
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
registro registro NCMS000 0.992958
vigente vigente AQ0CS00 1
, , Fc 1
considerando considerar VMG0000 0.813333
que que CS 0.449861
deberá deber VMIF3S0 1
consignar consignar VMN0000 1
los el DA0MP0 0.992728
datos dato NCMP000 1
con con SP 1
que que CS 0.449861
se se P00CN00 0.494509
encuentre encontrar VMSP3S0 0.634863
instalada instalar VMP00SF 1
y y CC 0.999989
operando operar VMG0000 0.813333
la el DA0FS0 0.98926
estación estación NCFS000 1
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
las el DA0FP0 0.988184
características característica NCFP000 0.994792
técnicas técnico AQ0FP00 0.300493
autorizadas autorizar VMP00PF 1
por por SP 1
este este DD0MS0 0.949201
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
. . Fp 1

NOVENO noveno NP00000 0.0136986
. . Fp 1

En en SP 1
su su DP3CSN 1
oportunidad oportunidad NCFS000 1
remita remitir VMM03S0 1
se se PP3CN00 1
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
resolución resolución NCFS000 1
a a SP 0.998775
la el DA0FS0 0.98926
Dirección_General_Adjunta_de_el_Registro_Público_de_Telecomunicaciones dirección_general_adjunta_de_el_registro_público_de_telecomunicaciones NP00000 1
para para SP 0.999834
efectos efecto NCMP000 1
de de SP 0.999961
su su DP3CSN 1
debida deber VMP00SF 1
Inscripción inscripción NP00000 1
en en SP 1
el el DA0MS0 1
Registro_Público_de_Concesiones registro_público_de_concesiones NP00000 1
, , Fc 1
una uno DI0FS0 0.951973
vez vez NCFS000 1
satisfecho satisfacer VMP00SM 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
en en SP 1
el el DA0MS0 1
Resolutivo_TERCERO resolutivo_tercero NP00000 1
. . Fp 1

La el DA0FS0 0.98926
presente presente NCMS000 0.244403
Resolución resolución NP00000 1
fue ser VSIS3S0 0.980739
aprobada aprobar VMP00SF 1
por por SP 1
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
en en SP 1
su su DP3CSN 1
III_Sesión_Ordinaria iii_sesión_ordinaria NP00000 1
celebrada celebrar VMP00SF 1
el el DA0MS0 1
25_de_enero_de_2017 [??:25/1/2017:??.??:??] W 1
, , Fc 1
en en SP 1
lo el DA00S0 0.665165
general general NCCS000 0.173788
por por SP 1
unanimidad unanimidad NCFS000 1
de de SP 0.999961
votos voto NCMP000 1
de de SP 0.999961
los el DA0MP0 0.992728
Comisionados_Gabriel_Oswaldo_Contreras_Saldívar comisionados_gabriel_oswaldo_contreras_saldívar NP00000 1
, , Fc 1
Ernesto_Estrada_González ernesto_estrada_gonzález NP00000 1
, , Fc 1
Adriana_Sofía_Labardini_Inzunza adriana_sofía_labardini_inzunza NP00000 1
, , Fc 1
María_Elena_Estavillo_Flores maría_elena_estavillo_flores NP00000 1
, , Fc 1
Mario_Germán_Fromow_Rangel mario_germán_fromow_rangel NP00000 1
, , Fc 1
Adolfo_Cuevas_Teja adolfo_cuevas_teja NP00000 1
y y CC 0.999989
Javier_Juárez_Mojica javier_juárez_mojica NP00000 1
. . Fp 1

En en SP 1
lo el DA00S0 0.665165
particular particular NCCS000 0.172131
, , Fc 1
la el DA0FS0 0.98926
Comisionada_María_Elena_Estavillo_Flores comisionada_maría_elena_estavillo_flores NP00000 1
manifestó manifestar VMIS3S0 1
voto voto NCMS000 0.997159
en_contra_de en_contra_de SP 1
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
, , Fc 1
a a SP 1
el el DA0MS0 1
considerar considerar VMN0000 1
que que CS 0.449861
le le PP3CSD0 1
competía competer VMII3S0 0.324996
a a SP 0.998775
la el DA0FS0 0.98926
Secretaría_de_Hacienda secretaría_de_hacienda NP00000 1
y y CC 0.999989
Crédito_Público crédito_público NP00000 1
determinar determinar VMN0000 1
la lo PP3FSA0 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
el el DA0MS0 1
Comisionado_Adolfo_Cuevas_Teja comisionado_adolfo_cuevas_teja NP00000 1
manifestó manifestar VMIS3S0 1
voto voto NCMS000 0.997159
en_contra_de en_contra_de SP 1
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
, , Fc 1
en_virtud_de en_virtud_de SP 1
que que CS 0.449861
ésta este PD0FS00 1
no no RN 0.999297
se se P00CN00 0.494509
fijó fijar VMIS3S0 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
legislación legislación NCFS000 1
aplicable aplicable AQ0CS00 1
a a SP 1
el el DA0MS0 1
momento momento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
con con SP 1
fundamento fundamento NCMS000 0.97619
en en SP 1
los el DA0MP0 0.992728
párrafos párrafo NCMP000 1
vigésimo 20 AO0MS00 1
, , Fc 1
fracciones fracción NCFP000 0.998103
I i NP00000 1
y y CC 0.999989
III iii NP00000 1
; ; Fx 1
y y CC 0.999989
vigésimo 20 AO0MS00 1
primero 1 AO0MS00 0.686916
, , Fc 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
28 28 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
; ; Fx 1
artículos artículo NCMP000 1
7 7 Z 1
, , Fc 1
16 16 Z 1
y y CC 0.999989
45 45 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
; ; Fx 1
así_como así_como CC 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
1 1 Z 1
, , Fc 1
7 7 Z 1
, , Fc 1
8 8 Z 1
y y CC 0.999989
12 12 Z 1
de de SP 1
el el DA0MS0 1
Estatuto_Orgánico_de_el_Instituto_Federal_de_Telecomunicaciones estatuto_orgánico_de_el_instituto_federal_de_telecomunicaciones NP00000 1
, , Fc 1
mediante mediante SP 0.99763
Acuerdo acuerdo NP00000 1
P/IFT/250117/28 P/IFT/250117/28 Z 1
. . Fp 1

17 17 Z 1

