RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_UNIVERSIDAD_AUTÓNOMA_CHAPINGO_UNA_CONCESIÓN_PARA_USAR_Y_APROVECHAR_BANDAS_DE_FRECUENCIA_DE_EL_ESPECTRO_RADIOELÉCTRICO_PARA_USO_PÚBLICO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_universidad_autónoma_chapingo_una_concesión_para_usar_y_aprovechar_bandas_de_frecuencia_de_el_espectro_radioeléctrico_para_uso_público NP00000 1
el el DA0MS0 1
Presupuesto_de_Egresos presupuesto_de_egresos NP00000 1
para para SP 0.999834
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
fiscal fiscal AQ0CS00 0.438525
2016 2016 Z 1
autorizado autorizar VMP00SM 1
a a SP 0.998775
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
le le PP3CSD0 1
corresponde corresponder VMIP3S0 0.996183
para para SP 0.999834
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
de de SP 0.999961
sus su DP3CPN 0.999903
actividades actividad NCFP000 1
; ; Fx 1
$ $ Fz 1
1 1 Z 1
’ ’ Frc 1
245,364.32 245,364.32 Z 1
( ( Fpa 1
Un_millón_doscientos_cuarenta_y_cinco_mil_trescientos_sesenta_y_cuatro_pesos $_CUP:1245364 Zm 1
32/100 32/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
para para SP 0.999834
el el DA0MS0 1
concepto concepto NCMS000 1
de de SP 0.999961
pago pago NCMS000 0.995283
de de SP 0.999961
personal personal AQ0CS00 0.711149
; ; Fx 1
$200,000.00 $200,000.00 Z 1
( ( Fpa 1
Doscientos_mil_pesos $_CUP:200000 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
para para SP 0.999834
gasto gasto NCMS000 0.995283
de de SP 0.999961
operación operación NCFS000 1
; ; Fx 1
$150,000.00 $150,000.00 Z 1
( ( Fpa 1
Ciento_cincuenta_mil_pesos $_CUP:150000 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
para para SP 0.999834
mantenimiento mantenimiento NCMS000 1
de de SP 0.999961
transmisor transmisor NCMS000 0.538714
y y CC 0.999989
$50,000.00 $50,000.00 Z 1
( ( Fpa 1
Cincuenta_mil_pesos $_CUP:50000 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
para para SP 0.999834
la el DA0FS0 0.98926
adquisición adquisición NCFS000 1
de de SP 0.999961
equipo equipo NCMS000 0.999728
de de SP 0.999961
cómputo cómputo NCMS000 1
y y CC 0.999989
grabadoras grabador NCFP000 0.323709
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
manifestó manifestar VMIS3S0 1
que que CS 0.449861
mediante mediante SP 0.99763
Acuerdo_No acuerdo_no NP00000 1
. . Fp 1
1033-2 1033-2 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
9_de_mayo_de_2016 [??:9/5/2016:??.??:??] W 1
, , Fc 1
el el DA0MS0 1
H._Consejo_Universitario h._consejo_universitario NP00000 1
, , Fc 1
aprobó aprobar VMIS3S0 1
incorporar incorporar VMN0000 1
un uno DI0MS0 0.99698
presupuesto presupuesto NCMS000 0.988439
para para SP 0.999834
Radio_Chapingo radio_chapingo NP00000 1
, , Fc 1
recursos recurso NCMP000 1
económicos económico AQ0MP00 1
que que PR0CN00 0.550139
ascienden ascender VMIP3P0 1
a a SP 0.998775
la el DA0FS0 0.98926
cantidad cantidad NCFS000 1
de de SP 0.999961
$950,000.00 $950,000.00 Z 1
( ( Fpa 1
Novecientos_cincuenta_mil_pesos $_CUP:950000 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
, , Fc 1
para para SP 0.999834
solventar solventar VMN0000 1
los el DA0MP0 0.992728
gastos gasto NCMP000 1
necesarios necesario AQ0MP00 1
para para SP 0.999834
la el DA0FS0 0.98926
implementación implementación NCFS000 1
y y CC 0.999989
desarrollo desarrollo NCMS000 0.99884
de de SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
radiofónico radiofónico AQ0MS00 1
universitario universitario AQ0MS00 0.743902
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
de de SP 1
el el DA0MS0 1
oficio oficio NCMS000 0.986111
número número NCMS000 1
602.17-CF-193 602.17-CF-193 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
17_de_junio_de_2016 [??:17/6/2016:??.??:??] W 1
suscrito suscribir VMP00SM 1
por por SP 1
el el DA0MS0 1
Coordinador_de_Finanzas coordinador_de_finanzas NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
universidad universidad NCFS000 1
, , Fc 1
por por SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
notifica notificar VMIP3S0 0.989228
a a SP 0.998775
la el DA0FS0 0.98926
Dirección_General_de_Difusión_Cultura dirección_general_de_difusión_cultura NP00000 1
y y CC 0.999989
Servicio_de_la_Universidad_ACh servicio_de_la_universidad_ach NP00000 1
, , Fc 1
la el DA0FS0 0.98926
asignación asignación NCFS000 1
presupuestal presupuestal AQ0CS00 1
para para SP 0.999834
el el DA0MS0 1
departamento departamento NCMS000 1
de de SP 0.999961
Radio radio NP00000 1
. . Fp 1

En_consecuencia en_consecuencia RG 1
, , Fc 1
esta este DD0FS0 0.978817
autoridad autoridad NCFS000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
cumple cumplir VMIP3S0 0.994186
el el DA0MS0 1
requisito requisito NCMS000 0.983871
señalado señalar VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
85 85 Z 1
fracción fracción NCFS000 1
VII_de_la_Ley vii_de_la_ley NP00000 1
, , Fc 1
3 3 Z 1
fracción fracción NCFS000 1
IV iv NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
b b NCFS000 1
) ) Fpt 1
y y CC 0.999989
8 8 Z 1
fracción fracción NCFS000 1
III_de_los_Lineamientos_Generales_para_el_Otorgamiento_de_las_Concesiones iii_de_los_lineamientos_generales_para_el_otorgamiento_de_las_concesiones NP00000 1
. . Fp 1

3.3 3.3 Z 1
. . Fp 1

Capacidad_Jurídica capacidad_jurídica NP00000 1
. . Fp 1

La el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
acreditó acreditar VMIS3S0 1
su su DP3CSN 1
capacidad capacidad NCFS000 1
jurídica jurídico AQ0FS00 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
10 10 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Orgánica ley_orgánica NP00000 1
, , Fc 1
como como CS 0.967153
un uno DI0MS0 0.99698
organismo organismo NCMS000 1
público público AQ0MS00 0.409696
descentralizado descentralizar VMP00SM 1
de de SP 0.999961
la el DA0FS0 0.98926
Administración_Pública_Federal administración_pública_federal NP00000 1
, , Fc 1
personalidad personalidad NCFS000 1
jurídica jurídico AQ0FS00 1
y y CC 0.999989
patrimonio patrimonio NCMS000 1
propios propio AQ0MP00 0.956349
cuyo cuyo PR0MS00 1
fin fin NCMS000 1
es ser VSIP3S0 1
impartir impartir VMN0000 1
educación educación NCFS000 1
de de SP 0.999961
tipo tipo NCMS000 1
superior superior AQ0CS00 0.971939
- - Fg 1
técnico técnico NCMS000 0.821828
, , Fc 1
de de SP 0.999961
licenciatura licenciatura NCFS000 1
y y CC 0.999989
de de SP 0.999961
posgrado posgrado NCMS000 1
para para SP 0.999834
formar formar VMN0000 1
personal personal NCMS000 0.288851
docente docente AQ0CS00 0.661242
, , Fc 1
investigadores investigador NCMP000 0.991803
y y CC 0.999989
técnicos técnico NCMP000 0.712766
con con SP 1
juicio juicio NCMS000 1
crítico crítico AQ0MS00 0.922535
, , Fc 1
democrático democrático AQ0MS00 1
, , Fc 1
nacionalista nacionalista AQ0CS00 0.737069
y y CC 0.999989
humanístico humanístico AQ0MS00 1
que que PR0CN00 0.550139
los lo PP3MPA0 0.0072574
capacite capacitar VMSP3S0 0.634863
para para SP 0.999834
contribuir contribuir VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
solución solución NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
problemas problema NCMP000 1
de de SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
rural rural AQ0CS00 1
, , Fc 1
en en SP 1
concordancia concordancia NCFS000 1
con con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
3 3 Z 1
fracciones fracción NCFP000 0.998103
I i NP00000 1
y y CC 0.999989
III_de_la_Ley_Orgánica iii_de_la_ley_orgánica NP00000 1
, , Fc 1
que que PR0CN00 0.550139
establece establecer VMIP3S0 0.992424
que que CS 0.449861
tiene tener VMIP3S0 1
como como CS 0.967153
objetivos objetivo NCMP000 0.962329
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
Preservar preservar NP00000 1
, , Fc 1
difundir difundir VMN0000 1
y y CC 0.999989
acrecentar acrecentar VMN0000 1
la el DA0FS0 0.98926
cultura cultura NCFS000 1
y y CC 0.999989
promover promover VMN0000 1
la el DA0FS0 0.98926
realización realización NCFS000 1
de de SP 1
el el DA0MS0 1
hombre hombre NCMS000 0.990108
especialmente especialmente RG 1
en en SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
rural rural AQ0CS00 1
para para SP 0.999834
lograr lograr VMN0000 1
una uno DI0FS0 0.951973
sociedad sociedad NCFS000 1
más más RG 0.99993
justa justo AQ0FS00 0.952941
y y CC 0.999989
creadora creador AQ0FS00 0.661294
. . Fp 1

Aunado aunar VMP00SM 1
a a SP 0.998775
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
resultar resultar VMN0000 1
importante importante AQ0CS00 1
mencionar mencionar VMN0000 1
que que CS 0.449861
una uno PI0FS00 0.0420733
de de SP 0.999961
las el DA0FP0 0.988184
principales principal AQ0CP00 0.998252
atribuciones atribución NCFP000 1
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
es ser VSIP3S0 1
la el DA0FS0 0.98926
realización realización NCFS000 1
los el DA0MP0 0.992728
programas programa NCMP000 0.996795
de de SP 0.999961
docencia docencia NCFS000 1
, , Fc 1
investigación investigación NCFS000 1
y y CC 0.999989
difusión difusión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
cultura cultura NCFS000 1
, , Fc 1
de_acuerdo_con de_acuerdo_con SP 1
los el DA0MP0 0.992728
objetivos objetivo NCMP000 0.962329
orientadores orientador AQ0MP00 0.377511
previstos prever VMP00PM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
3 3 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
, , Fc 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
con con SP 1
fundamento fundamento NCMS000 0.97619
en en SP 1
el el DA0MS0 1
artículos artículo NCMP000 1
3 3 Z 1
y y CC 0.999989
4 4 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Orgánica ley_orgánica NP00000 1
. . Fp 1

En_consecuencia en_consecuencia RG 1
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
exhibe exhibir VMIP3S0 0.989241
en en SP 1
copia copia NCFS000 0.874645
simple simple AQ0CS00 0.997312
la el DA0FS0 0.98926
Ley_Orgánica ley_orgánica NP00000 1
de de SP 0.999961
mérito mérito NCMS000 1
, , Fc 1
con con SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
esta este DD0FS0 0.978817
autoridad autoridad NCFS000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
cumple cumplir VMIP3S0 0.994186
con con SP 1
lo el DA00S0 0.665165
exigido exigir VMP00SM 1
por por SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
85 85 Z 1
fracción fracción NCFS000 1
VII_de_la_Ley vii_de_la_ley NP00000 1
y y CC 0.999989
3 3 Z 1
fracción fracción NCFS000 1
IV iv NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
c c NCFS000 1
) ) Fpt 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos_Generales_para_el_Otorgamiento_de_las_Concesiones lineamientos_generales_para_el_otorgamiento_de_las_concesiones NP00000 1
. . Fp 1

3.4 3.4 Z 1
. . Fp 1

Capacidad_Administrativa capacidad_administrativa NP00000 1
. . Fp 1

La el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
cuenta contar VMIP3S0 0.768585
con con SP 1
toda todo DI0FS0 0.984467
la el DA0FS0 0.98926
infraestructura infraestructura NCFS000 1
para para SP 0.999834
la el DA0FS0 0.98926
operación operación NCFS000 1
de de SP 0.999961
dicha decir VMP00SF 0.819767
estación estación NCFS000 1
, , Fc 1
en en SP 1
especial especial AQ0CS00 1
con con SP 1
la el DA0FS0 0.98926
estructura estructura NCFS000 0.954373
administrativa administrativo AQ0FS00 0.661294
con con SP 1
la el DA0FS0 0.98926
que que PR0CN00 0.550139
actualmente actualmente RG 1
el el DA0MS0 1
Departamento_de_Radio_Chapingo departamento_de_radio_chapingo NP00000 1
, , Fc 1
adscrita adscribir VMP00SF 1
a a SP 0.998775
la el DA0FS0 0.98926
Dirección_General_de_Difusión_Cultural dirección_general_de_difusión_cultural NP00000 1
y y CC 0.999989
Servicio servicio NP00000 1
opera operar VMIP3S0 0.986111
la el DA0FS0 0.98926
concesión concesión NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
otorgara otorgar VMSI3S0 0.649999
a a SP 0.998775
dicho decir VMP00SM 0.997159
centro centro NCMS000 0.999117
educativo educativo AQ0MS00 1
. . Fp 1

A a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
3 3 Z 1
fracción fracción NCFS000 1
III iii NP00000 1
, , Fc 1
4 4 Z 1
fracción fracción NCFS000 1
III_de_la_Ley_Orgánica iii_de_la_ley_orgánica NP00000 1
y y CC 0.999989
3 3 Z 1
fracción fracción NCFS000 1
III iii NP00000 1
, , Fc 1
5 5 Z 1
de de SP 1
el el DA0MS0 1
Estatuto_de_la_Universidad_Autónoma_Chapingo estatuto_de_la_universidad_autónoma_chapingo NP00000 1
tiene tener VMIP3S0 1
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
atribuciones atribución NCFP000 1
: : Fd 1
“ “ Fra 1
Artículo artículo NCMS000 0.668984
3º 3º Z 1
. . Fp 1
- - Fg 1
La el DA0FS0 0.98926
Universidad_Autónoma_Chapingo universidad_autónoma_chapingo NP00000 1
tiene tener VMIP3S0 1
como como CS 0.967153
objetivos objetivo NCMP000 0.962329
: : Fd 1
( ( Fpa 1
… … Fz 1
) ) Fpt 1
III iii NP00000 1
. . Fp 1

Preservar preservar VMN0000 1
, , Fc 1
difundir difundir VMN0000 1
y y CC 0.999989
acrecentar acrecentar VMN0000 1
la el DA0FS0 0.98926
cultura cultura NCFS000 1
y y CC 0.999989
promover promover VMN0000 1
la el DA0FS0 0.98926
realización realización NCFS000 1
de de SP 1
el el DA0MS0 1
hombre hombre NCMS000 0.990108
especialmente especialmente RG 1
en en SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
rural rural AQ0CS00 1
para para SP 0.999834
lograr lograr VMN0000 1
una uno DI0FS0 0.951973
sociedad sociedad NCFS000 1
más más RG 0.99993
justa justo AQ0FS00 0.952941
y y CC 0.999989
creadora creador AQ0FS00 0.661294
; ; Fx 1
( ( Fpa 1
… … Fz 1
) ) Fpt 1
Artículo artículo NP00000 1
4º 4º Z 1
. . Fp 1
- - Fg 1
La el DA0FS0 0.98926
Universidad_Autónoma_Chapingo universidad_autónoma_chapingo NP00000 1
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
su su DP3CSN 1
objetivo objetivo NCMS000 0.972603
, , Fc 1
tendrá tener VMIF3S0 1
las el DA0FP0 0.988184
atribuciones atribución NCFP000 1
siguientes siguiente AQ0CP00 1
: : Fd 1
( ( Fpa 1
… … Fz 1
) ) Fpt 1
III iii NP00000 1
. . Fp 1

Crear crear VMN0000 1
, , Fc 1
modificar modificar VMN0000 1
, , Fc 1
o o CC 0.999864
suprimir suprimir VMN0000 1
unidades unidad NCFP000 1
regionales regional AQ0CP00 1
universitarias universitario AQ0FP00 0.661294
, , Fc 1
divisiones división NCFP000 1
, , Fc 1
departamentos departamento NCMP000 1
, , Fc 1
programas programa NCMP000 0.996795
y y CC 0.999989
centros centro NCMP000 1
regionales regional AQ0CP00 1
; ; Fx 1
( ( Fpa 1
… … Fz 1
) ) Fpt 1
Artículo artículo NP00000 1
5º 5º Z 1
. . Fp 1
- - Fg 1
Para para SP 0.999834
realizar realizar VMN0000 1
su su DP3CSN 1
función función NCFS000 1
, , Fc 1
la el DA0FS0 0.98926
Universidad universidad NP00000 1
establecerá establecer VMIF3S0 1
Unidades_Regionales unidades_regionales NP00000 1
, , Fc 1
Divisiones divisiones NP00000 1
, , Fc 1
Departamentos departamentos NP00000 1
, , Fc 1
Programas programas NP00000 1
y y CC 0.999989
Centros_Regionales centros_regionales NP00000 1
de de SP 0.999961
acuerdo acuerdo NCMS000 0.999311
a a SP 0.998775
sus su DP3CPN 0.999903
objetivos objetivo NCMP000 0.962329
, , Fc 1
necesidades necesidad NCFP000 1
educativas educativo AQ0FP00 1
y y CC 0.999989
de de SP 0.999961
funcionamiento funcionamiento NCMS000 1
y y CC 0.999989
recursos recurso NCMP000 1
de de SP 0.999961
que que CS 0.449861
disponga disponer VMSP3S0 0.634863
. . Fp 1
” ” Frc 1
Asimismo asimismo RG 1
, , Fc 1
con con SP 1
el el DA0MS0 1
objetivo objetivo NCMS000 0.972603
de de SP 0.999961
proporcionar proporcionar VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
audiencia audiencia NCFS000 1
atención atención NCFS000 0.997312
en_cuanto_a en_cuanto_a SP 1
la el DA0FS0 0.98926
recepción recepción NCFS000 1
, , Fc 1
tramitación tramitación NCFS000 1
y y CC 0.999989
atención atención NCFS000 0.997312
de de SP 0.999961
quejas queja NCFP000 0.983871
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
cuenta contar VMIP3S0 0.768585
con con SP 1
un uno DI0MS0 0.99698
órgano órgano NCMS000 1
de de SP 0.999961
auto-regulación auto-regulación NCFS000 1
contemplado contemplar VMP00SM 1
en en SP 1
su su DP3CSN 1
Ley_Orgánica ley_orgánica NP00000 1
denominado denominar VMP00SM 1
“ “ Fra 1
Defensor_de_las_Audiencias defensor_de_las_audiencias NP00000 1
” ” Frc 1
que que PR0CN00 0.550139
vela velar VMIP3S0 0.206599
por por SP 1
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
la el DA0FS0 0.98926
audiencia audiencia NCFS000 1
motivando motivar VMG0000 1
a a SP 0.998775
la el DA0FS0 0.98926
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
es ser VSIP3S0 1
designado designar VMP00SM 1
por por SP 1
el el DA0MS0 1
H._Consejo_Universitario h._consejo_universitario NP00000 1
previa previo AQ0FS00 1
convocatoria convocatoria NCFS000 0.993827
pública público AQ0FS00 1
, , Fc 1
y y CC 0.999989
una uno DI0FS0 0.951973
vez vez NCFS000 1
designado designar VMP00SM 1
realiza realizar VMIP3S0 0.991803
el el DA0MS0 1
proceso proceso NCMS000 0.999101
, , Fc 1
tramitación tramitación NCFS000 1
y y CC 0.999989
atención atención NCFS000 0.997312
de de SP 0.999961
quejas queja NCFP000 0.983871
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
normativos normativo AQ0MP00 1
de de SP 1
el el DA0MS0 1
Defensor_de_Audiencia defensor_de_audiencia NP00000 1
y y CC 0.999989
su su DP3CSN 1
Código_de_Ética_de_la_Universidad_ACh código_de_ética_de_la_universidad_ach NP00000 1
. . Fp 1

Además además RG 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
en en SP 1
su su DP3CSN 1
sitio sitio NCMS000 0.994186
de de SP 0.999961
internet internet NCCN000 1
www.radiochapingo.live.mx www.radiochapingo.live.mx AQ0CN00 0.901599
; ; Fx 1
y y CC 0.999989
en en SP 1
su su DP3CSN 1
página página NCFS000 1
Facebook facebook NP00000 1
: : Fd 1
XEUACH-Radio xeuach-radio NP00000 1
, , Fc 1
se se P00CN00 0.494509
dará_a_conocer dar_a_conocer VMIF3S0 1
los el DA0MP0 0.992728
mecanismos mecanismo NCMP000 1
a_través_de a_través_de SP 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
podrá poder VMIF3S0 1
participar participar VMN0000 1
la el DA0FS0 0.98926
ciudadanía ciudadanía NCFS000 1
en en SP 1
la el DA0FS0 0.98926
programación programación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
radiodifusora radiodifusor AQ0FS00 1
, , Fc 1
asimismo asimismo RG 1
, , Fc 1
se se P00CN00 0.494509
podrán poder VMIF3P0 1
consultar consultar VMN0000 1
la el DA0FS0 0.98926
programación programación NCFS000 1
, , Fc 1
los el DA0MP0 0.992728
avisos aviso NCMP000 1
, , Fc 1
se se P00CN00 0.494509
recibirán recibir VMIF3P0 1
comentarios comentario NCMP000 1
y y CC 0.999989
sugerencias sugerencia NCFP000 1
. . Fp 1

Se se P00CN00 0.494509
contará contar VMIF3S0 1
con con SP 1
un uno DI0MS0 0.99698
espacio espacio NCMS000 0.998084
específico específico AQ0MS00 0.661294
en en SP 1
estas este DD0FP0 0.969897
direcciones dirección NCFP000 0.998103
electrónicas electrónico AQ0FP00 0.661139
para para SP 0.999834
propiciar propiciar VMN0000 1
el el DA0MS0 1
contacto contacto NCMS000 0.994186
con con SP 1
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
línea línea NCFS000 0.998366
telefónica telefónico AQ0FS00 1
01 1 Z 1
595 595 Z 1
952 952 Z 1
1603 1603 Z 1
en en SP 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
podrá poder VMIF3S0 1
recibir recibir VMN0000 1
y y CC 0.999989
canalizar canalizar VMN0000 1
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
telefónicas telefónico AQ0FP00 1
de de SP 0.999961
la el DA0FS0 0.98926
audiencia audiencia NCFS000 1
, , Fc 1
a a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
describe describir VMIP3S0 0.989241
de de SP 0.999961
manera manera NCFS000 1
genérica genérico AQ0FS00 1
el el DA0MS0 1
proceso proceso NCMS000 0.999101
que que PR0CN00 0.550139
llevará_a_cabo llevar_a_cabo VMIF3S0 1
con con SP 1
el el DA0MS0 1
objeto objeto NCMS000 0.996183
de de SP 0.999961
recabar recabar VMN0000 1
información información NCFS000 1
necesaria necesario AQ0FS00 1
de de SP 1
el el DA0MS0 1
interesado interesar VMP00SM 0.97619
para para SP 0.999834
dar dar VMN0000 1
puntual puntual AQ0CS00 1
respuesta respuesta NCFS000 1
a a SP 0.998775
su su DP3CSN 1
petición petición NCFS000 1
. . Fp 1

A a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
la el DA0FS0 0.98926
defensoría defensoría NCFS000 1
